STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-07-2012,9.84,,,0,0,0,,93,72,230,,,17,,,,,,,,,1,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-07-2012,11.41,,,0,0,0,,91,76,190,210,,19.9,21,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-07-2012,9.62,,,0.21,0,0,,96,74,330,320,,38,51,,,1,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-07-2012,6.93,,,0,0,0,,77,72,60,50,,17.9,23.9,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-07-2012,10.51,,,0.45,0,0,,72,62,60,50,,21,25.9,1,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-07-2012,7.16,,,0,0,0,,76,62,40,50,,15,25.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-07-2012,7.61,,,0,0,0,,80,65,170,170,,17,25.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-07-2012,11.63,,,0.05,0,0,,84,69,180,180,,21,25.1,,,1,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-07-2012,14.09,,,0,0,0,,95,74,330,320,,23.9,30,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-07-2012,11.63,,,0,0,0,,87,67,20,10,,23,31.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-07-2012,10.74,,,0.49,0,0,,88,72,310,300,,45,53.9,,,1,,,,,,,1,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-07-2012,9.62,,,0,0,0,,90,73,240,240,,17,21,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-07-2012,7.61,,,0.07,0,0,,81,69,20,20,,21,25.9,,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-07-2012,5.82,,,0,0,0,,79,69,280,320,,16.1,28,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-07-2012,7.61,,,0,0,0,,79,67,150,90,,16.1,23.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",31-07-2012,6.93,,,0,0,0,,79,70,50,,,14.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-08-2012,6.71,,,0.07,0,0,,82,72,180,,,14.1,,,,1,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-08-2012,10.96,,,0,0,0,,86,71,180,190,,21,25.1,,,,,,,,1,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-08-2012,9.17,,,0,0,0,,87,74,130,190,,23.9,25.9,,,,,,,,1,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-08-2012,9.62,,,0,0,0,,88,74,170,,,17.9,,1,,,,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-08-2012,16.55,,,0.18,0,0,,87,73,190,280,,30,38,,,1,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-08-2012,9.84,,,0.23,0,0,,90,73,240,290,,21.9,29.1,1,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-08-2012,6.04,,,0,0,0,,81,68,170,240,,13,17.9,,,,,,,,1,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-08-2012,5.37,,,0,0,0,,86,71,170,310,,13,21.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-08-2012,9.4,,,0,0,0,,86,73,170,,,17,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-08-2012,10.51,,,2.12,0,0,,82,70,180,170,,19.9,23,1,1,1,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-08-2012,11.41,,,0,0,0,,85,75,200,190,,19.9,29.1,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-08-2012,9.4,,,0,0,0,,85,74,200,190,,17,21.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-08-2012,10.29,,,0,0,0,,87,71,230,220,,17.9,25.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-08-2012,5.82,,,0,0,0,,81,70,180,170,,14.1,17,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-08-2012,5.82,,,0.44,0,0,,83,69,320,320,,21.9,28,,,1,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-08-2012,8.5,,,0,0,0,,88,69,270,270,,19.9,21.9,1,,,,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-08-2012,10.07,,,0,0,0,,85,69,290,290,,23.9,28,,,1,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-08-2012,7.61,,,0.37,0,0,,81,64,310,310,,23.9,29.1,,,1,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-08-2012,6.93,,,0,0,0,,77,63,210,,,12.1,,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-08-2012,6.26,,,0,0,0,,77,66,200,190,,12.1,14.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-08-2012,6.26,,,0,0,0,,81,69,190,200,,13,16.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-08-2012,6.71,,,0,0,0,,82,67,160,180,,16.1,19.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-08-2012,8.05,,,0,0,0,,82,68,190,190,,16.1,19.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-08-2012,5.37,,,0,0,0,,85,68,190,,,13,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-08-2012,8.05,,,0,0,0,,84,70,100,100,,17.9,23.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-08-2012,8.05,,,0,0,0,,81,67,10,120,,16.1,19.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-08-2012,9.62,,,0.52,0,0,,82,69,200,320,,21,29.1,,,1,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-08-2012,13.2,,,0.1,0,0,,89,74,300,290,,21.9,29.1,1,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-08-2012,7.61,,,0,0,0,,79,67,30,290,,17,25.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-08-2012,9.62,,,0,0,0,,84,62,240,240,,16.1,19.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",31-08-2012,13.42,,,0,0,0,,90,65,230,240,,21.9,25.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-09-2012,10.96,,,0,0,0,,92,73,120,100,,19.9,25.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-09-2012,6.71,,,0,0,0,,81,71,140,,,8.9,,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-09-2012,11.86,,,0.59,0,0,,76,70,100,110,,21,25.9,1,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-09-2012,9.84,,,0.62,0,0,,80,71,190,200,,21,25.1,1,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-09-2012,9.84,,,0.16,0,0,,84,72,200,200,,21.9,25.9,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-09-2012,5.37,,,0,0,0,,80,69,200,50,,12.1,14.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-09-2012,9.4,,,0,0,0,,83,70,190,190,,21,23.9,,,,,,,,1,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-09-2012,16.11,,,0.3,0,0,,83,66,190,180,,33.1,40.9,,,1,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-09-2012,7.61,,,0,0,0,,76,65,330,320,,23,28,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-09-2012,14.32,,,0,0,0,,75,59,330,320,,23.9,33.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-09-2012,6.71,,,0,0,0,,76,54,350,10,,13,19.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-09-2012,6.71,,,0,0,0,,77,60,170,170,,15,17.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-09-2012,8.28,,,0,0,0,,76,62,180,,,15,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-09-2012,9.84,,,0,0,0,,77,63,240,210,,16.1,21,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-09-2012,13.42,,,0,0,0,,75,61,310,300,,21.9,30,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-09-2012,8.05,,,0,0,0,,75,58,200,200,,17.9,19.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-09-2012,7.83,,,0,0,0,,76,56,190,200,,16.1,21,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-09-2012,23.26,,,1.58,0,0,,78,68,240,170,,38.9,49,,,1,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-09-2012,11.63,,,0.01,0,0,,72,57,320,310,,25.9,32,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-09-2012,9.62,,,0,0,0,,71,54,100,100,,17.9,23.9,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-09-2012,6.93,,,0,0,0,,72,57,140,110,,13,17,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-09-2012,12.08,,,0.29,0,0,,76,56,190,180,,25.9,33.1,1,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-09-2012,11.41,,,0,0,0,,70,56,330,330,,21.9,30,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-09-2012,8.5,,,0,0,0,,69,52,250,270,,16.1,21,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-09-2012,16.11,,,0,0,0,,73,56,200,200,,25.9,32,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-09-2012,11.63,,,0.03,0,0,,75,65,220,200,,21,25.9,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-09-2012,6.71,,,0,0,0,,77,66,200,200,,13,15,1,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-09-2012,10.74,,,0.44,0,0,,74,62,170,160,,21,28,1,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-09-2012,6.26,,,0.03,0,0,,66,59,10,300,,12.1,16.1,1,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-09-2012,9.17,,,0,0,0,,70,57,270,280,,17.9,25.1,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-10-2012,11.41,,,0,0,0,,72,54,230,290,,21,23.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-10-2012,5.82,,,0.33,0,0,,71,63,140,140,,13,15,1,,,,,,,,,,1,1,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-10-2012,3.8,,,0,0,0,,74,65,150,100,,8.9,21.9,1,1,,,,,,1,,,,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-10-2012,3.36,,,0.41,0,0,,75,67,140,120,,10.1,17,,1,,,,,,1,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-10-2012,7.83,,,0,0,0,,77,61,200,190,,15,19.9,1,,,,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-10-2012,12.97,,,0,0,0,,76,54,320,320,,25.9,33.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-10-2012,6.71,,,0.16,0,0,,56,47,310,90,,17,23.9,,,,,,,,,,,,1,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-10-2012,5.14,,,0,0,0,,56,45,340,360,,13,16.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-10-2012,10.96,,,0.03,0,0,,59,52,60,70,,16.1,19.9,1,,,,,,,,,,,1,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-10-2012,13.42,,,0.22,0,0,,68,54,310,300,,25.1,32,1,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-10-2012,14.32,,,0,0,0,,60,48,310,300,,25.1,32,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-10-2012,14.76,,,0,0,0,,60,43,330,330,,32,38,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-10-2012,9.17,,,0,0,0,,55,37,210,210,,23.9,29.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-10-2012,16.78,,,0,0,0,,72,55,200,200,,23.9,29.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-10-2012,14.09,,,0.18,0,0,,69,61,190,190,,23,28,1,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-10-2012,14.99,,,0,0,0,,61,48,320,320,,29.1,36,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-10-2012,4.92,,,0,0,0,,60,42,200,220,,13,19.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-10-2012,8.28,,,0.02,0,0,,66,45,120,100,,17.9,23,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-10-2012,13.2,,,0.28,0,0,,67,62,170,140,,25.9,32,1,1,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-10-2012,9.4,,,0,0,0,,70,55,270,270,,21.9,28,1,1,,,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-10-2012,11.41,,,0,0,0,,68,51,280,290,,19.9,25.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-10-2012,11.63,,,0,0,0,,69,51,300,290,,17.9,23.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-10-2012,3.36,,,0.03,0,0,,66,52,70,50,,8.1,15,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-10-2012,5.59,,,0,0,0,,62,57,40,40,,10.1,13,1,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-10-2012,5.59,,,0,0,0,,62,54,110,110,,10.1,15,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-10-2012,3.58,,,0,0,0,,71,57,150,,,8.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-10-2012,7.61,,,0,0,0,,67,59,50,180,,17,23,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-10-2012,18.79,,,0,0,0,,60,53,50,40,,32,44.1,,,,,,,,1,,,,1,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-10-2012,36.24,,,0.51,0,0,,66,52,100,100,,55.9,85,,,,,,,,,,1,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-10-2012,20.36,,,0.04,0,0,,59,48,190,180,,36.9,44.1,1,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",31-10-2012,11.86,,,0.01,0,0,,52,46,210,210,,19.9,23.9,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-11-2012,14.09,,,0,0,0,,52,45,270,270,,19.9,25.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-11-2012,14.54,,,0,0,0,,54,43,300,300,,25.9,33.1,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-11-2012,16.33,,,0,0,0,,52,41,320,330,,28,34.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-11-2012,12.75,,,0,0,0,,53,39,310,320,,19.9,23.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-11-2012,13.42,,,0,0,0,,47,36,10,360,,21.9,29.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-11-2012,7.61,,,0,0,0,,45,31,40,50,,14.1,17,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-11-2012,21.7,,,0.97,4,0,,41,32,350,360,,33.1,44.1,1,,,1,,,,,1,,,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-11-2012,17.22,,,0.04,0.3,4,,45,32,350,340,,30,38,1,,,,,,,,,,1,,,,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-11-2012,13.2,,,0,0,2,,53,35,310,310,,23,25.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-11-2012,5.82,,,0,0,0,,54,42,290,300,,12.1,14.1,,,,,,,,1,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-11-2012,9.17,,,0,0,0,,60,41,180,180,,21,23.9,1,,,,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-11-2012,10.07,,,0,0,0,,63,46,160,160,,21.9,29.1,1,1,,,,,,,,,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-11-2012,13.42,,,0.08,0,0,,58,40,320,320,,23,28,,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-11-2012,10.96,,,0,0,0,,49,37,20,20,,19.9,23,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-11-2012,6.26,,,0,0,0,,45,36,60,40,,17,21.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-11-2012,8.28,,,0,0,0,,48,36,360,360,,15,21,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-11-2012,7.38,,,0,0,0,,53,36,30,40,,17.9,21.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-11-2012,7.61,,,0,0,0,,51,37,30,30,,14.1,17,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-11-2012,10.29,,,0,0,0,,48,38,30,40,,16.1,19.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-11-2012,6.26,,,0,0,0,,53,37,30,30,,13,15,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-11-2012,7.61,,,0,0,0,,54,38,30,50,,15,19.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-11-2012,4.92,,,0,0,0,,55,38,20,350,,12.1,17.9,1,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",23-11-2012,6.71,,,0.03,0,0,,53,34,210,170,,14.1,17.9,,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",24-11-2012,19.69,,,0.01,0,0,,49,36,300,300,,33.1,40.9,,,,,,,,,,,,,,1,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",25-11-2012,17.45,,,0,0,0,,43,34,260,290,,23.9,31.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",26-11-2012,9.62,,,0,0,0,,49,35,280,290,,21.9,29.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",27-11-2012,8.5,,,0.43,0,0,,42,36,30,90,,16.1,30,1,,,,,,,,,,1,,,1,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",28-11-2012,10.96,,,0,0,0,,44,34,310,310,,21,25.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",29-11-2012,12.75,,,0,0,0,,44,34,260,260,,19.9,23.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",30-11-2012,8.05,,,0,0,0,,47,33,50,50,,16.1,19.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",01-12-2012,12.3,,,0,0,0,,45,39,50,60,,17.9,23,1,,,,,,,,,,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",02-12-2012,6.04,,,0.04,0,0,,50,41,200,190,,19.9,23.9,1,1,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",03-12-2012,6.71,,,0,0,0,,62,43,320,320,,17.9,21.9,,,,,,,,1,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",04-12-2012,9.17,,,0.02,0,0,,58,43,170,170,,19.9,23.9,1,1,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",05-12-2012,17,,,0,0,0,,56,35,320,310,,33.1,40.9,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",06-12-2012,7.38,,,0,0,0,,41,30,320,320,,21,25.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",07-12-2012,4.92,,,0.13,0,0,,47,29,200,210,,13,15,1,,,,,,,,,,1,1,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",08-12-2012,5.82,,,0.34,0,0,,50,46,230,230,,13,15,,,,,,,,,,,1,1,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",09-12-2012,8.72,,,0.32,0,0,,48,42,70,60,,17,23,1,,,,,,,,,,1,1,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10-12-2012,6.93,,,0.25,0,0,,56,46,40,40,,21,23,1,1,,,,,,,,,,1,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11-12-2012,11.63,,,0.05,0,0,,55,41,330,330,,23,28,1,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12-12-2012,6.49,,,0,0,0,,45,35,340,320,,13,16.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",13-12-2012,4.03,,,0,0,0,,47,33,30,10,,13,16.1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",14-12-2012,9.62,,,0,0,0,,49,32,230,220,,17,21,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",15-12-2012,4.7,,,0,0,0,,49,34,50,50,,10.1,13,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",16-12-2012,13.87,,,0.13,0,0,,49,41,90,90,,25.1,33.1,1,,,,,,,,,,1,1,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",17-12-2012,10.74,,,0.28,0,0,,47,42,50,50,,16.1,21,1,,,,,,,,,,1,1,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",18-12-2012,11.41,,,0.82,0,0,,56,45,290,290,,28,38,,,1,,,,,,,,,1,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",19-12-2012,18.12,,,0,0,0,,49,39,300,290,,33.1,38.9,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",20-12-2012,8.28,,,0,0,0,,49,32,120,120,,21,23.9,,,,,,,,,,,,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",21-12-2012,25.5,,,0.71,0,0,,56,37,130,130,,42.9,51,1,,,,,,,,,,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",22-12-2012,22.82,,,0,0,0,,40,36,300,300,,38,49,,,,,,,,,,,,,,1,,1,,,
